titulo,empresa,descripcion,fecha,tecnologias,link
AI Data Scientists,sg tech,"Descripción

Desde Sg tech estamos buscando científicos de datos con 3 a 5 años de experiencia e interés en el sector bancario. Algunas habilidades relevantes incluyen...Inteligencia ArtificialMachine Learning",,"Inteligencia Artificial, Machine Learning",https://www.tecnoempleo.com/ai-data-scientists-sg-tech/inteligencia-artificial-machine-learning/rf-995a1c9972c4d37c884f
Energy Laboratory Test,Airbus,"Come Join Our Team!

Flight and Integration Test Centre is growing. If you have the passion, ambition, energy and competence to make a step change in this transformation - ...LabVIEWjira",,"LabVIEW, jira",https://www.tecnoempleo.com/energy-laboratory-test-airbus/labview-jira/rf-47c9197aa226c372ce4b
AWS Infrastructure Engineer,Axiom Software Solutions,"We need your support to fill the following AWS infrastructure Engineer role. Please go through the JD and let me know if you can support on this position.

Details format...AWS",,AWS,https://www.tecnoempleo.com/aws-infrastructure-engineer-axiom-software-solutio/aws/rf-6dad1da2720a3343624f
.Net Developer,Aristocrat,iGaming and Sportsbook platform development team is growing and we are looking for an experienced and self-starting full-time Backend Software Developer. As part of Aristocrat...NETMS SQL ServerMongoDB,,"NET, MS SQL Server, MongoDB",https://www.tecnoempleo.com/net-developer-aristocrat/net-ms-sql-server-mongodb-redis-dapper-orm-net-co/rf-706510d6b26b13e9ad41
Product Manager (PM) / Product Owner,Axiom Software Solutions,"Job Description
Product Manager (PM) / Product Owner (PO)
Product Manager / Product Owner, you will play a key role in the management and development of our products. You ...JiraConfluenceGoogle Analytics",,"Jira, Confluence, Google Analytics",https://www.tecnoempleo.com/product-manager-pm-product-owner-axiom-software-so/jira-confluence-google-/rf-5526181e72be938f684b
Técnico Comercial (Proyectos GIS/BIM),Page Personnel,"Perfil buscado (Hombre/Mujer)

• Desarrollar y mantener relaciones con clientes potenciales y existentes.  
• Identificar oportunidades de negocio y generar leads...GISBIMCAD",,"GIS, BIM, CAD",https://www.tecnoempleo.com/tecnico-comercial-proyectos-gis-bim-page-personnel/gis-bim-cad/rf-86d21d9a02305322bf4d
QA tester,Krell Consulting & Training,"Descripción  
Nos encontramos en la búsqueda de un/a Qa tester para trabajar con importante cliente en contratación inicial con KRELL.  

DESCRIPCION Y FUNCIONES  

QA Test...QASAP",,"QA, SAP",https://www.tecnoempleo.com/qa-tester-krell-consulting-training/qa-sap/rf-48471b40f213b3a26249
Administrador/a Sistemas y Seguridad,Michael Page,"Perfil buscado (Hombre/Mujer)

Principales funciones:

Definir, gestionar y operar la infraestructura de red y servidores de la universidad, garantizando el rendimiento y la ...Windows ServerLinuxHyper V",,"Windows Server, Linux, Hyper V",https://www.tecnoempleo.com/administrador-sistemas-seguridad-michael-page/windows-server-linux-hyper-v/rf-c9281d60a2c323008c48
Technical Support Specialist,Plexus,"Join Plexus Tech. We are looking for a Support Technician to provide services at various facilities.

Requirements:
  - Driver´s license. Ability to commute between ...microinformatica",,microinformatica,https://www.tecnoempleo.com/technical-support-specialist-plexus/microinformatica/rf-d9491446f2bbd344b746
Senior Data Platform Engineer,Ebury,"Ebury is a leading global fintech company that empowers businesses to trade and grow internationally. It offers a comprehensive suite of products, including international ...ETLPythonSQL",,"ETL, Python, SQL",https://www.tecnoempleo.com/senior-data-platform-engineer-ebury/etl-python-sql/rf-d77c14e0d21e93d2a14c
QA Tester de Automatizacion,Krell Consulting & Training,"Descripción  
🚀 En Krell Consulting buscamos un QA Tester de Automatización 🚀  
Si tienes experiencia en automatización de pruebas y aseguramiento de la calidad en ...cypressjavascriptnodejs",,"cypress, javascript, nodejs",https://www.tecnoempleo.com/qa-tester-automatizacion-krell-consulting-training/cypress-javascript-node/rf-c79113810203f366bc4d
Técnico/a de Diseño industrial,Michael Page,"Perfil buscado (Hombre/Mujer)

• Seguimiento del desarrollo del molde en todas las fases de industrialización.
• Investigación y desarrollo de proyectos.
• ...AutocadSolidworks",,"Autocad, Solidworks",https://www.tecnoempleo.com/tecnico-diseno-industrial-pontevedra/autocad-solidworks/rf-fabf102352c0c3dd9e4b
Director/a Técnico/a,Michael Page,"Perfil buscado (Hombre/Mujer)
 

-Gestión y liderazgo del equipo técnico de la empresa.
-Definición y diseño conceptual de la solución técnica más adecuada para cada ...AutocadSketchup",,"Autocad, Sketchup",https://www.tecnoempleo.com/director-tecnico-a-michael-page/autocad-sketchup/rf-0c6d1e6372c00300964e
Senior Python Developer,Talan,"Why Talan?

For the 4th consecutive year, Talan Spain has been recognized as a Great Place to Work! This year, we´re also celebrating our 2nd certification in Poland, a ...PythonPySparkSQL",,"Python, PySpark, SQL",https://www.tecnoempleo.com/senior-python-developer-talan/python-pyspark-sql/rf-9ac0186a92dbb3705447
QA Engineer,Michael Page,"Perfil buscado (Hombre/Mujer)

• Comprender diferentes tareas y construir un plan de pruebas adecuado basado en criterios de aceptación.
• Ejecutar y mantener casos de ...SeleniumPython",,"Selenium, Python",https://www.tecnoempleo.com/qa-engineer-michael-page/selenium-python/rf-63f91168d2c893b81746
Senior Security Analyst,Babel Profiles,"Our client is seeking a detail-oriented and driven Security Analyst to join their IT team. In this role, the analyst will play a key part in strengthening customer trust by ...SOCGRCNIST",,"SOC, GRC, NIST",https://www.tecnoempleo.com/senior-security-analyst-babel-profiles/soc-grc-nist/rf-01b81fb752f0b39dd54c
Senior React Developers,Plexus,"Join Plexus Tech. We´re looking for developers with at least 6 years of experience in React to join a tourism project.

Requirements:

- Front-end development
- ...reactJavaScriptHTML",,"react, JavaScript, HTML",https://www.tecnoempleo.com/senior-react-developers-plexus/react-javascript-html/rf-740a1194c2b8a39bd443
Business Analyst API,Axiom Software Solutions,"• Candidate with technical and/or functional knowledge of SCIB products. Belonging to the API Governance area, his mission will be to support projects so that APIs comply ...OpenapiSwagger",,"Openapi, Swagger",https://www.tecnoempleo.com/business-analyst-api-axiom-software-solutions/openapi-swagger/rf-e5261be442c17390d34f
Ingeniero/a de SW seguridad,GMV,"Si eres de los que sueña con salvar el mundo, pero el traje de licra no termina de convencerte.
.. ¡Tu sitio está con nosotros!Estamos ampliando nuestros equipos en el ...DockerKubernetesPulumi",,"Docker, Kubernetes, Pulumi",https://www.tecnoempleo.com/ingeniero-sw-seguridad-gmv/docker-kubernetes-pulumi-terraform/rf-197d105202e503998b4a
Software Engineer - Fintech,Ebury,"Ebury is a leading global fintech company that empowers businesses to trade and grow internationally. It offers a comprehensive suite of products, including international ...Python",,Python,https://www.tecnoempleo.com/software-engineer-fintech-ebury/python/rf-93081cb2b24e53e3974a
Senior Full Stack Developer,Talan,"Company Description

Talan is an international advisory group on innovation and transformation through technology, with 5000 employees and a turnover of 600M€.

We offer...JavaAngularTypeScript",,"Java, Angular, TypeScript",https://www.tecnoempleo.com/senior-full-stack-developer-talan/java-angular-typescript/rf-2ff61511026de3790d47
Gestor/a Mantenimiento,GMV,"¿Te gustaría contribuir a la mejora continua de nuestros sistemas y procesos, asegurando un entorno de trabajo seguro y eficiente para todos los empleados? Tu objetivo ...GMAOPrestoRevit",,"GMAO, Presto, Revit",https://www.tecnoempleo.com/gestor-mantenimiento-gmv/gmao-presto-revit/rf-b9121b6c82b473a9fa40
"Manager, Software Engineering",Affirm,"Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest...jefe equipo",,jefe equipo,https://www.tecnoempleo.com/manager-software-engineering-affirm/jefe-equipo/rf-df10164bd294b3c69c41
Responsable montaje y mantenimiento,Michael Page,"Perfil buscado (Hombre/Mujer)

Supervisar y coordinar el montaje de sistemas de automatización en proyectos industriales, garantizando la correcta implementación de los ...PLCSCADA",,"PLC, SCADA",https://www.tecnoempleo.com/responsable-montaje-mantenimiento-zaragoza/plc-scada/rf-95a81f3b722a5303d647
Data Analyst & Reporting Specialist,Santander,"Join Openbank, the 100% digital bank of the Santander Group, where innovation meets opportunity! With over 2 million customers across Spain, Germany, the Netherlands, and ...SQLmatplotlibTableau",,"SQL, matplotlib, Tableau",https://www.tecnoempleo.com/data-analyst-reporting-specialist-santander/sql-matplotlib-tableau/rf-a426152c7244d368c645
Simulation Software Engineer,Airbus,"If you are passionate about fighter aircraft, spend hours with flight simulators, and are looking for an opportunity to work in a company with cutting-edge technology, please ...C++ADAPython",,"C++, ADA, Python",https://www.tecnoempleo.com/simulation-software-engineer-airbus/c-ada-python-doors/rf-2dd71f16128e23d8fd42
Cyber Security Architect,Airbus,"Are you a Cyber Security Architect ready to take on new and exciting challenges? Do you dare to accept the challenge of working for a worldwide aerospace leader company?

If...CiberseguridadMAGERITPILAR",,"Ciberseguridad, MAGERIT, PILAR",https://www.tecnoempleo.com/cyber-security-architect-airbus/ciberseguridad-magerit-pilar-nist/rf-359d102bf2ea93d3f24b
Desarrollador/a java Springboot,Malthus Darwin,"Malthus Darwin es una empresa de Consultoría, especializada en la búsqueda, selección y evaluación de perfiles IT. Nuestro principal objetivo es proporcionar los mejores ...javaspring",,"java, spring",https://www.tecnoempleo.com/desarrollador-java-springboot-malthus-darwin/java-spring/rf-c75d11005292b388f143
Administrador sistemas UNIX/LINUX,Krell Consulting & Training,"Descripción
En Krell Consulting, nos encontramos en la búsqueda de un Administrador UNIX/LINUX, para unirse a nuestro equipo, para importante proyecto del sector aéreo, en ...unixlinuxx86",,"unix, linux, x86",https://www.tecnoempleo.com/administrador-sistemas-unix-linux-krell-consulting/unix-linux-x86-red-hat-/rf-ebbd1c7692ae735ca44d
Principal Applications Developer,Oracle,"Principal Member of Technical Staff (IC4) - Oracle Life Sciences

Location: Spain (remote)

We are looking for a Senior Development Engineer with a background in ...javaC++Oracle",,"java, C++, Oracle",https://www.tecnoempleo.com/principal-applications-developer-oracle/java-c-oracle/rf-952d108c52ef13672d4a
Senior Procesos Backend,Talan,"Why Talan?

Talan is an international advisory group on innovation and transformation through technology, with 5000 employees and a turnover of 600M€.

We offer our ...SparkScala",,"Spark, Scala",https://www.tecnoempleo.com/senior-procesos-backend-talan/spark-scala/rf-8fef1bab42216380854a
Business Analyst,Axiom Software Solutions,"Título de la posición: Business Analyst - Confirming GTB  
Localización: Málaga  

QUÉ HARÁS EN TU TRABAJO  

As part of the GTB Confirming product team, main tasks...JIRAALM",,"JIRA, ALM",https://www.tecnoempleo.com/business-analyst-axiom-software-solutions/jira-alm/rf-081817fa3255035a2d44
Account Manager BDM Sales,Axiom Software Solutions,"Position: Account Manager BDM Sales
Location: London, UK (Hybrid)
Duration: Long Term B2B Contract

Job Description:
Desired Industry Segment:  CPG & FMCG

Technology ...BDM",,BDM,https://www.tecnoempleo.com/account-manager-bdm-sales-axiom-software-solutions/bdm/rf-79c31f0a42b2c3651e4d
Responsable Certificación Aviación,Michael Page,"Perfil buscado (Hombre/Mujer)

• Liderar la preparación, redacción y gestión de toda la documentación técnica requerida para certificaciones y permisos de vuelo.
• ...AeronauticaSTANAGSORA",,"Aeronautica, STANAG, SORA",https://www.tecnoempleo.com/responsable-certificacion-aviacion-michael-page/aeronautica-stanag-sora/rf-22ac1e7b120513f98a4d
Senior IT Business Analyst,Santander,"Senior IT Business Analyst - SCIB Malaga

Country: Spain

As a Senior IT Business Analyst, your mission will be to raise the user´s needs and problems in their daily ...agilejira",,"agile, jira",https://www.tecnoempleo.com/senior-it-business-analyst-santander/agile-jira/rf-82c21405828753c2ab4b
Senior Java Developer Microservices (100% Remote),Plexus,"Join Plexus Tech. We are looking for a Java Developer with experience working with Java REST APIs (definition and implementation), microservices, Spring Boot, Kubernetes, unit...JavaSpring",,"Java, Spring",https://www.tecnoempleo.com/senior-java-developer-microservices-100-remote-ple/java-spring/rf-ac4e1d3be25f63097a45
Ingeniero Lean,Michael Page,"Perfil buscado (Hombre/Mujer)

Coordinar y garantizar la implantación de los proyectos enfocados a la eficiencia operativa y digitalización en las diferentes áreas de ...lean55SMED",,"lean, 55, SMED",https://www.tecnoempleo.com/ingeniero-lean-madrid/lean-55-smed-kaizen/rf-eb531b3be2f8639a7e49
Desarrollo React,sg tech,"Descripción

Hola, en SGTech estamos buscando un perfil de desarrollo React con un mínimo de 3 años de experiencia, para un proyecto de una duración determinada (en ...reactTypescript",,"react, Typescript",https://www.tecnoempleo.com/desarrollo-react-sg-tech/react-typescript/rf-d8b4178732f38392da41
Project/Business Support - Project lead,Axiom Software Solutions,"Job Title: Project/Business Support - Project leader
Location: Malmo, Sweden
Duration: 6-12 month contract
Experience: 4-7 Years
Working Mode: Hybrid

Location: Malmö. ...UKG ProLegionTeams",,"UKG Pro, Legion, Teams",https://www.tecnoempleo.com/project-business-support-project-lead-axiom-softwa/ukg-pro-legion-teams-mi/rf-f0c51b6e628b83064543
Técnico/a de Datos,Page Personnel,"Perfil buscado (Hombre/Mujer)

• Manejo y análisis de grandes volúmenes de datos.
• Desarrollo e implementación de estrategias de gestión de datos.
• Colaboración ...data",,data,https://www.tecnoempleo.com/tecnico-datos-page-personnel/data/rf-e9891e71b2c7032a304d
Desarrollador Liferay,Krell Consulting & Training,"- Experiencia demostrable como Desarrollador Liferay, preferiblemente con Liferay 7.1.
- Conocimiento sólido de Java, HTML, CSS, JavaScript y frameworks relacionados.
- ...javaliferayjavascript",,"java, liferay, javascript",https://www.tecnoempleo.com/desarrollador-liferay-krell-consulting-training/java-liferay-javascript-ht/rf-1fb815f4128a43f20c4b
Administrador de Sistemas Virtualizados,PSS,¿Te apetece formar parte de una compañía en pleno crecimiento? ¿Y trabajar rodeado del mejor TALENTO en proyectos realmente innovadores? En PSS es posible y nos gustaría ...windowsvmwareHyper V,,"windows, vmware, Hyper V",https://www.tecnoempleo.com/administrador-sistemas-virtualizados-pss/windows-vmware-hyper-v/rf-e3d71c1a72cab37af444
