titulo,tipo_puesto,tecnologias_x,jornada,es_remoto,link
Administrador/a almacenamiento Backup,Administrador,"NeAppmVeeam,Backup",Jornada completa,False,https://www.tecnoempleo.com/administrador-almacenamiento-backup-pss/netappm-veeam-backup/rf-a3491824a28113891744
Programador/a Fullstack Angular,Programador,"java,spigboo,agula",Jornada completa,False,https://www.tecnoempleo.com/programador-fullstack-angular-cmv-consultores/java-springboot-angular-node/rf-d20412ed42b5d3a44e47
Consultores/as SAP,Consultor,"sapbasis,sapabap,saphaa",Jornada completa,False,https://www.tecnoempleo.com/consultores-sap-serem/sap-basis-sap-abap-sap-hana-sap-mm-sap-pp-sap-fi-co/rf-ef6117c15253e3c0e04a
Senior Linux System Administrator,Administrador,"Liux,uix,edha",Jornada completa,False,https://www.tecnoempleo.com/senior-linux-system-administrator-hibrido/linux-unix-red-hat-ubuntu-centos/rf-f981121db282c376ab4e
Consultores SAP IBP/PPDS,Consultor,"SAPSD,SAPMM,SAPFI",Jornada completa,False,https://www.tecnoempleo.com/consultores-sap-ibp-ppds-seltime/sap-sd-sap-mm-sap-fi/rf-054516bd727523a1db42
C++ Engineer,Programador,"C,Pyho,Azure",Jornada completa,False,https://www.tecnoempleo.com/c-engineer-page-personnel/c-python-azure/rf-7ce11b86d2a0c324054b
Oracle Fusion ERP - Solution Architect,Arquitecto TIC,oacle,Jornada completa,False,https://www.tecnoempleo.com/oracle-fusion-erp-solution-architect-ey/oracle/rf-27fe178fc2bec3cdf34f
Desarrollador IT,Programador,pogamacio,Jornada completa,False,https://www.tecnoempleo.com/desarrollador-it-page-personnel/programacion/rf-140e1e35c200c34ea041
Analista Programador/a Java,Analista Programador,"Java,Javascip,Sus",Jornada completa,True,https://www.tecnoempleo.com/analista-programador-java-grupo-digital/java-javascript-struts-spring/rf-d0b21c5062f5f3d70043
Analista Datos Con Excel Alto,Analista,"Excel,Access,VisualBasic",Jornada completa,False,https://www.tecnoempleo.com/analista-datos-con-excel-alto-randstad-es/excel-access-visual-basic/rf-91b51c22f2e0e3d14d41
DevSecOps,DevOps,"CI/CD,Jekis,Soaqube",Jornada completa,True,https://www.tecnoempleo.com/devsecops-grupo-digital/ci-cd-jenkins-sonarqube/rf-965d15eb62d11345464c
Fullstack Engineer React/NodeJS,Programador,"Reac,Node,TypeScip",Jornada completa,False,https://www.tecnoempleo.com/fullstack-engineer-react-nodejs-babel-profiles/react-node-typescript/rf-525111d0520f437c5a4b
Ingeniero Tecnico de Telecomunicaciones,Ingenieros/Industria,"Telecomuicacioes,GSM",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-tecnico-telecomunicaciones-consultrans/telecomunicaciones-gsm/rf-5bc216a552f7833a3745
Director/a de Calidad,Sistemas de Calidad,"APQP,5Why",Jornada completa,False,https://www.tecnoempleo.com/director-calidad-michael-page/apqp-5why/rf-c1f81d5c72d1b3ed2b48
Integration Engineer,Programador,"java,REST,SOAP",Jornada completa,False,https://www.tecnoempleo.com/integration-engineer-michael-page/java-rest-soap-xml/rf-78c5183952c5d3be4244
Consultor senior SAP CO,Consultor,"SAP,SAPCO",Jornada completa,False,https://www.tecnoempleo.com/consultor-senior-sap-co-michael-page/sap-sap-co/rf-f68317fcd284b39e1b49
Analista Programador Java,Analista Programador,"java,J2EE",Jornada completa,True,https://www.tecnoempleo.com/analista-programador-java-sg-tech/java-j2ee/rf-fe011f6f427103b13942
Tecnico de Marketing y Comunicacion,Marketing,Makeig,Jornada completa,False,https://www.tecnoempleo.com/tecnico-marketing-comunicacion-page-personnel/marketing/rf-544b153092ca5362b849
Coordinador/a SAP,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/coordinador-sap-hays/sap/rf-f1aa162ae2fef36b3f44
Consultor Senior Funcional Calypso,Consultor,Calypso,Jornada completa,False,https://www.tecnoempleo.com/consultor-senior-funcional-calypso-michael-page/calypso/rf-41e117a3520d53a94c4c
Ingeniero/a Firmware I+D,Electronica,"fimwae,C,CAN",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-firmware-i-d-page-personnel/firmware-c-can-usb-ethernet/rf-4a231cb002ee93a40546
Data Science (IA) - Cliente final,Big Data,"pyho,AWS",Jornada completa,False,https://www.tecnoempleo.com/data-science-ia-cliente-final-page-personnel/python-aws/rf-4add11f802d7637dca42
Desarrollador React Native,Programador,ReacNaive,Jornada completa,False,https://www.tecnoempleo.com/desarrollador-react-native-page-personnel/react-native/rf-0e9b1f22e2f2330ff048
Functional Data Analyst,Analista,"SQL,PoweBI,Pyho",Jornada completa,False,https://www.tecnoempleo.com/functional-data-analyst-sg-tech/sql-powerbi-python/rf-8f71116e72ceb3278348
Junior Business Analyst,Analista,SQL,Jornada completa,False,https://www.tecnoempleo.com/junior-business-analyst-axiom-software-solutions/sql/rf-f5f01baa425c433efe41
Realibility Engineer - Devops,DevOps,"CI/CD,gi,bash",Jornada completa,False,https://www.tecnoempleo.com/realibility-engineer-devops-michael-page/ci-cd-git-bash-docker/rf-f50c1e1a52cbd366644d
Data Engineer - Supply Chain,Big Data,"SQL,R,Sowflake",Jornada completa,False,https://www.tecnoempleo.com/data-engineer-supply-chain-michael-page/sql-r-snowflake/rf-e2251fa9a273a3f0f644
Systems and Network Technician,Redes,"Cisco,Azure",Jornada completa,True,https://www.tecnoempleo.com/systems-and-network-technician-plexus/cisco-azure/rf-6b2d170d424523196a40
IT SAP Manager,Jefe de Proyecto,SAP,Jornada completa,False,https://www.tecnoempleo.com/it-sap-manager-hays/sap/rf-abad197ac2690336c44b
Responsable de Area de Produccion,Ingenieros/Industria,"Lea,SixSigma",Intensiva Manana,False,https://www.tecnoempleo.com/responsable-rea-produccion-hays/lean-six-sigma/rf-d1731e6f42db134bbf46
Junior Software engineer C++,Programador,"C,QT,jia",Jornada completa,False,https://www.tecnoempleo.com/junior-software-engineer-c-page-personnel/c-qt-jira/rf-ba9d1574329e83e2ec4f
Cloud Technician,Técnico de Sistemas,"Azure,AWS,VMWae",Jornada completa,True,https://www.tecnoempleo.com/cloud-technician-michael-page/azure-aws-vmware-hyperv/rf-49fb10bfc211d3b6c34c
Tech Lead AWS,Técnico de Sistemas,"AWS,Lambdas,SQS",Jornada completa,True,https://www.tecnoempleo.com/tech-lead-aws-plexus/aws-lambdas-sqs-ses-dynamodb/rf-6bb415b302ac13a2544c
Consultor/a SAP WM,Consultor,sap,Jornada completa,True,https://www.tecnoempleo.com/consultor-sap-wm-michael-page/sap/rf-2cb81b2042c303b5514d
Software Data Engineer,Big Data,"pyho,eafom,Hadoop",Jornada completa,False,https://www.tecnoempleo.com/software-data-engineer-randstad-es/python-terraform-hadoop-spark-aws-s3-az/rf-17ca178e4261c3b98841
Java Backend Middle Developer,Programador,"Java,Spig",Jornada completa,True,https://www.tecnoempleo.com/java-backend-middle-developer-plexus/java-spring/rf-c2281fcd2293c39d6841
Desarrollador Salesforce,Programador,"Salesfoce,Apex,Visualfoce",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-salesforce-michael-page/salesforce-apex-visualforce/rf-4a821e06928263e49548
Senior Integrator Java Backend,Programador,"java,Javascip,Jekis",Jornada completa,True,https://www.tecnoempleo.com/senior-integrator-java-backend-michael-page/java-javascript-jenkins/rf-ccbb1b2b820c030e1443
Senior Java Developer,Programador,"Java,Docker,SQL",Jornada completa,False,https://www.tecnoempleo.com/senior-java-developer-randstad-es/java-docker-sql-angular/rf-8d64197ce28293cb2746
Software Development Engineer,Programador,"Java,C,C#",Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-amazon/java-c-c/rf-3e831f42a223b3667c42
Product Owner,Responsable de Producto,"PoducOwe,ETL,azue",Jornada completa,False,https://www.tecnoempleo.com/product-owner-axiom-software-solutions/product-owner-etl-azure/rf-85491e9ff2cc331c8140
Ingenieria de procesos,Ingenieros/Industria,lea,Jornada completa,False,https://www.tecnoempleo.com/ingenieria-procesos-michael-page/lean/rf-606712bb426973247046
Senior Fullstack Engineer,Programador,"eac,TypeScip",Jornada completa,False,https://www.tecnoempleo.com/senior-fullstack-engineer-bitpanda/react-typescript/rf-2c621d58426aa36f5d44
Arquitecto/a Identidad Cloud,Arquitecto TIC,"scipig,AciveDiecoy",Jornada completa,True,https://www.tecnoempleo.com/arquitecto-identidad-cloud-grupo-ns/scripting-active-directory/rf-dd501a5212b723c82343
Senior .NET Programmer,Programador,e,Jornada completa,True,https://www.tecnoempleo.com/senior-net-programmer-plexus/net/rf-a503153bf2d8a360ab46
Delivery Manager,Consultor,"Jia,Cofluece",Jornada completa,False,https://www.tecnoempleo.com/delivery-manager-aristocrat/jira-confluence/rf-2270118a92051367c44a
Desarrollador Java Medior,Programador,"java,hml,javascip",Jornada completa,True,https://www.tecnoempleo.com/desarrollador-java-medior-michael-page/java-html-javascript-angular/rf-ceab1c78d27de394b647
Ingeniero/a de Datos,Big Data,"Kafka,OacleExadaa,ETL",Jornada completa,True,https://www.tecnoempleo.com/ingeniero-datos-sg-tech/kafka-oracle-exadata-etl/rf-867e1f4c425a53672a4d
Tecnico/a de Verificacion,Electronica,Elecoica,Jornada completa,False,https://www.tecnoempleo.com/tecnico-verificacion-gmv/electronica/rf-a2dd18bc2261f364e045
Integrations Manager,Técnico de Sistemas,"Jia,Cofluece,Posma",Jornada completa,False,https://www.tecnoempleo.com/integrations-manager-aristocrat/jira-confluence-postman/rf-01b51814827263883547
Desarrollador/a experto,Programador,"Aspe,MVC,NET",Jornada completa,True,https://www.tecnoempleo.com/desarrollador-experto-sg-tech/asp-net-mvc-net/rf-a0af146232825384fc43
Junior Java Developer,Programador,"java,SQL,gi",Jornada completa,False,https://www.tecnoempleo.com/junior-java-developer-talan/java-sql-git/rf-a34610aa92fe63dfc443
Analista Forense Digital - Paris,Analista,"Widows,Liux,VuleabiliyManagement",Jornada completa,False,https://www.tecnoempleo.com/analista-forense-digital-paris-gmv/windows-linux-vulnerability-management/rf-1eb012eb225f63bf3e4d
Ingeniero/a de Sistemas Cloud AWS,DevOps,"AWS,Linux,Windows",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-sistemas-cloud-aws-michael-page/aws-linux-windows-bash-powershel/rf-103a1fb2b2d9a3d24043
"IT Projects, Security & Product Manager",Jefe de Proyecto,PojecMaage,Jornada completa,False,https://www.tecnoempleo.com/it-projects-security-product-manager-santander/project-manager/rf-a4001dd742864340a149
SAP EWM Consultant,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-ewm-consultant-hays/sap/rf-39911473a2dc73d77944
Technical Support Analyst,Soporte Tecnico,"ios,SeviceNow",Jornada completa,False,https://www.tecnoempleo.com/technical-support-analyst-axiom-software-solutions/ios-service-now/rf-2de913dbc228533de04e
Desarrollador PHP,Programador,"PHP,Laavel,SQL",Jornada completa,True,https://www.tecnoempleo.com/desarrollador-php-michael-page/php-laravel-sql/rf-f8631e6612cca3ddd143
Analista Programador/a - Cobol/db2 /.net,Analista Programador,"e,cobol,db2",Jornada completa,False,https://www.tecnoempleo.com/analista-programador-cobol-db2-net-randstad-es/net-cobol-db2/rf-50131882e20663ca5c41
Senior IT Consultant Success Factors,Consultor,"SAP,SuccessFacos",Jornada completa,False,https://www.tecnoempleo.com/senior-it-consultant-success-factors-michael-page/sap-success-factors/rf-35781c0182ac037fab48
Desarrollador Front-End Angular,Programador,"Agula,TypeScip,HTML",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-front-end-angular-michael-page/angular-typescript-html/rf-8f591cf8625fd3e80f40
UC4 Platform Engineer,Técnico de Sistemas,"SAP,Linux,Windows",Jornada completa,False,https://www.tecnoempleo.com/uc4-platform-engineer-axiom-software-solutions/sap-linux-windows/rf-3d271a468281f3e2ea48
Senior Salesforce Engineer,Consultor,"Salesfoce,APEX",Jornada completa,False,https://www.tecnoempleo.com/senior-salesforce-engineer-ebury/salesforce-apex/rf-6ee81a989264236c2b49
Google Cloud Engineer,DevOps,"GCP,Kafka,Pyho",Jornada completa,False,https://www.tecnoempleo.com/google-cloud-engineer-hays/gcp-kafka-python/rf-452e19aac2c14332c04b
Ingeniero de Telecomunicaciones,Ingenieros/Industria,Telecomuicacioes,Jornada completa,False,https://www.tecnoempleo.com/ingeniero-telecomunicaciones-michael-page/telecomunicaciones/rf-58311159727203e1db45
Remote iOS Developer,Desarrollador Movil,"Swif,iOS",Jornada completa,True,https://www.tecnoempleo.com/remote-ios-developer-plexus/swift-ios/rf-f9211f8f02eb532c7247
SAP BW Solution Architect,Arquitecto TIC,"SAPBW,SAP,SQL",Jornada completa,False,https://www.tecnoempleo.com/sap-bw-solution-architect-michael-page/sap-bw-sap-sql/rf-232d1f66b297f3eb6243
IT Project Manager,Jefe de Proyecto,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/it-project-manager-michael-page/sap-hana/rf-30b81bd9827f33e30745
Director of Growth,Marketing,"SQL,GoogleAalyics,Excel",Jornada completa,False,https://www.tecnoempleo.com/director-of-growth-aristocrat/sql-google-analytics-excel/rf-e5461751a23c032b3e44
Country Manager,Consultor,makeig,Jornada completa,False,https://www.tecnoempleo.com/country-manager-michael-page/marketing/rf-7276159bb2d123a4744e
Data Manager,Big Data,"SQL,PoweBI,Lambda",Jornada completa,False,https://www.tecnoempleo.com/data-manager-deloitte/sql-power-bi-lambda/rf-2a1c173222a9a368e04c
SAP Industry Specific Solution,Consultor,"SAP,ABAP",Jornada completa,False,https://www.tecnoempleo.com/sap-industry-specific-solution-axiom-software-solu/sap-abap/rf-2a831d255235b389e247
RDKV Developer,Programador,"C,C",Jornada completa,False,https://www.tecnoempleo.com/rdkv-developer-axiom-software-solutions/c-c/rf-43a916c1823383a4ee42
Project Manager Junior,Jefe de Proyecto,PojecMaage,Jornada completa,False,https://www.tecnoempleo.com/project-manager-junior-hays/project-manager/rf-083c18b87248a3aa764e
Business IT Consultant,Consultor,scum,Jornada completa,False,https://www.tecnoempleo.com/business-it-consultant-axiom-software-solutions/scrum/rf-755e1ff6628f639ac94a
Desarrollador .NET,Programador,.e,Jornada completa,False,https://www.tecnoempleo.com/desarrollador-net-michael-page/net/rf-62e11d36c20183a3cd4f
Ingeniero de desarrollo de producto,Ingenieros/Industria,SolidWoks,Jornada completa,False,https://www.tecnoempleo.com/ingeniero-desarrollo-producto-michael-page/solidworks/rf-3004169fa298c3882e47
Arquitecto IT (Java+Microservicios),Arquitecto TIC,"java,micosevicios,spig",Jornada completa,False,https://www.tecnoempleo.com/arquitecto-it-java-microservicios-michael-page/java-microservicios-spring/rf-d0e0131c82f1e3c93348
Jefe/a de proyecto,Ingenieros/Industria,"AuoCAD,SolidWoks",Jornada completa,False,https://www.tecnoempleo.com/jefe-proyecto-michael-page/autocad-solidworks/rf-d6501d2cf2d5f3b65c4e
Developer FullStack,Programador,"SpigBoo,Agula",Jornada completa,False,https://www.tecnoempleo.com/developer-fullstack-sg-tech/springboot-angular/rf-f9121a3f621fd322c743
Ingeniero/a QA,Tester,"QA,uix,seleium",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-qa-gmv/qa-unix-selenium-python/rf-6c9818c2b23b43b0914d
UX Designer,Desarrollador Web,"UX,Figma",Jornada completa,False,https://www.tecnoempleo.com/ux-designer-oracle/ux-figma/rf-76581dfe024e6364c649
SalesForce Developer,Programador,"Salesfoce,Apex",Jornada completa,True,https://www.tecnoempleo.com/salesforce-developer-plexus/salesforce-apex/rf-c3e9176872e1d31f8e49
Ingeniero DevOps en Galileo,DevOps,"Liux,Kubernetes,Helm",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-devops-en-galileo-gmv/linux-kubernetes-helm-python-docker-jenkin/rf-61d31ac8b27453d39b4f
Responsable Administracion de BBDD,Base de Datos/DBA,oacle,Jornada completa,False,https://www.tecnoempleo.com/responsable-administracion-bbdd-michael-page/oracle/rf-291f157ee27f43463645
Marketing manager,Marketing,"Shopify,Klaviyo,GoogleAalyics",Jornada completa,False,https://www.tecnoempleo.com/marketing-manager-michael-page/shopify-klaviyo-google-analytics-meta-ads/rf-38da1da8626363838e40
Field Service Engineer,Soporte Tecnico,"LAN,WAN,Windows",Jornada completa,False,https://www.tecnoempleo.com/field-service-engineer-axiom-software-solutions/lan-wan-windows-linux/rf-1bbf16bdc204f317a548
Product Owner,Responsable de Producto,"jia,UX,UI",Jornada completa,False,https://www.tecnoempleo.com/product-owner-aristocrat/jira-ux-ui/rf-afa81e1522b463cfab41
IT Demand PMO Project Manager,Jefe de Proyecto,PojecMaage,Jornada completa,False,https://www.tecnoempleo.com/it-demand-pmo-project-manager-michael-page/project-manager/rf-ecbf139e82c5e374e249
QA Engineer,Tester,"QA,mysql",Jornada completa,False,https://www.tecnoempleo.com/qa-engineer-aristocrat/qa-mysql/rf-a31816f362e863a1764e
DevOps Engineer,DevOps,"Linux,Teafom,Asible",Jornada completa,False,https://www.tecnoempleo.com/devops-engineer-aristocrat/linux-terraform-ansible-kubernetes-kafka/rf-5227119262ac63753443
Consultoria Ciberseguridad,Ciberseguridad,"Cibeseguidad,CISSP,CISM",Jornada completa,False,https://www.tecnoempleo.com/consultoria-ciberseguridad-michael-page/ciberseguridad-cissp-cism/rf-0ff11502923a733b3d4f
Experto Murex Datamart,Soporte Tecnico,"MuexDatama,muex,ShellScip",Jornada completa,False,https://www.tecnoempleo.com/experto-murex-datamart-michael-page/murex-datamart-murex-shell-script/rf-744a1ba782e1030a1a49
Mob Applications Product Manager,Jefe de Proyecto,PoducMaage,Jornada completa,False,https://www.tecnoempleo.com/mob-applications-product-manager-aristocrat/product-manager/rf-e6351f487240a3e55b47
Desarrollador/a Junior Salesforce,Programador,"Salesfoce,APEX",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-junior-salesforce-sg-tech/salesforce-apex/rf-86de164d122ec3b1a844
Data Analyst (Sector Banca),Big Data,"ETL,Spak,Pyho",Jornada completa,False,https://www.tecnoempleo.com/data-analyst-sector-banca-michael-page/etl-spark-python/rf-8c85144fe246d333894b
Junior Java Developer,Programador,"java,SQL,gi",Jornada completa,False,https://www.tecnoempleo.com/junior-java-developer-talan/java-sql-git/rf-2f031e86924a739ce044
Ingeniero/a DevOps proyectos GNSS,DevOps,"Pyho,C,C",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-devops-proyectos-gnss-gmv/python-c-c-docker-linux-git/rf-8f3113f8f2b883cc9746
Data Architect & Analytics,Arquitecto TIC,"AWS,Hadoop,SQL",Jornada completa,False,https://www.tecnoempleo.com/data-architect-analytics-amazon/aws-hadoop-sql/rf-2916199f729203607f40
Tecnico/a Mantenimiento PLC,Electronica,PLC,Jornada completa,False,https://www.tecnoempleo.com/tecnico-mantenimiento-plc-michael-page/plc/rf-8d1b19d7d2f1e39e7a47
Java Developer,Programador,"java,J2EE,SpigBoo",Jornada completa,False,https://www.tecnoempleo.com/java-developer-michael-page/java-j2ee-spring-boot-jpa-hibernate/rf-a97c1a0312a763b69046
Product Manager,Ingenieros/Industria,PoducMaage,Jornada completa,False,https://www.tecnoempleo.com/product-manager-michael-page/product-manager/rf-95681cbb32cda3435346
